GOX,LSDC,NC,NSD,FG,W,H,Lg,LSP,nPerDecade,VgMin,VgMax,Vdd,Rfb,WK,Vth,gmax,ioff,isat,sslop,Vt,rout
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.008,0.026,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000130342786957483,3.01E-14,4.74E-05,0.05991856099102,0.203038476839299,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.008,0.028,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000138372932894179,2.88E-14,5.38E-05,0.0598366693591436,0.201761219206209,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.008,0.028,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000121609080746648,2.70E-14,4.20E-05,0.0598356370703425,0.202975496836099,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.008,0.03,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000137227389890936,2.71E-14,5.42E-05,0.0597975789727913,0.201259358092039,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.008,0.03,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000122724404728771,2.54E-14,4.35E-05,0.0597761576173885,0.202387605405749,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.004,0.032,0.01,1,-0.2,0.8,0.1,0,4.8,,9.87E-05,4.67E-15,2.87E-05,0.0596050846069565,0.238622209503388,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.004,0.032,0.02,1,-0.2,0.8,0.1,0,4.8,,8.66E-05,4.87E-15,2.48E-05,0.059609131580784,0.238648594964466,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.004,0.012,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000113807636688487,1.22E-14,3.40E-05,0.0606313426205557,0.251160531050029,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.004,0.012,0.02,1,-0.2,0.8,0.1,0,4.8,,9.74E-05,1.06E-14,2.79E-05,0.0601053417186808,0.251394117005318,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.004,0.014,0.01,1,-0.2,0.8,0.1,0,4.8,,0.00011005559033489,8.18E-15,3.08E-05,0.0600461854113584,0.251143219549359,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.004,0.014,0.02,1,-0.2,0.8,0.1,0,4.8,,9.80E-05,7.92E-15,2.67E-05,0.0599994705222212,0.251640150638325,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.004,0.016,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000109961107391421,7.20E-15,3.08E-05,0.0598543624447837,0.250297876596553,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.004,0.016,0.02,1,-0.2,0.8,0.1,0,4.8,,9.79E-05,7.12E-15,2.68E-05,0.0598216025561967,0.250321864326886,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.004,0.018,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000111251056754974,6.72E-15,3.10E-05,0.0597742270019323,0.247781550681041,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.004,0.018,0.02,1,-0.2,0.8,0.1,0,4.8,,9.72E-05,6.66E-15,2.81E-05,0.0597321507347836,0.248761314986934,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.004,0.02,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000106904063066368,5.95E-15,3.30E-05,0.0597159078220495,0.246636114730109,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.004,0.02,0.02,1,-0.2,0.8,0.1,0,4.8,,9.66E-05,5.94E-15,2.73E-05,0.0596726623106929,0.246682844209452,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.004,0.022,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000107528087143815,5.94E-15,3.40E-05,0.0596540049817457,0.244869479431886,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.004,0.022,0.02,1,-0.2,0.8,0.1,0,4.8,,9.32E-05,5.57E-15,2.44E-05,0.0596402440189353,0.245211940204235,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.004,0.024,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000106671391364367,5.33E-15,3.49E-05,0.0596167265801096,0.243336804805017,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.004,0.024,0.02,1,-0.2,0.8,0.1,0,4.8,,9.28E-05,5.34E-15,2.51E-05,0.0596171403283461,0.243822503285715,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.004,0.026,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000105293245154646,5.09E-15,3.55E-05,0.0596097220038549,0.242148933172267,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.004,0.026,0.02,1,-0.2,0.8,0.1,0,4.8,,9.37E-05,5.51E-15,2.82E-05,0.0596003709351477,0.242080026673793,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.004,0.028,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000104923841156458,4.96E-15,3.64E-05,0.0596037713786819,0.240912252895559,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.004,0.028,0.02,1,-0.2,0.8,0.1,0,4.8,,8.77E-05,4.98E-15,2.42E-05,0.0596152069599112,0.241070081156875,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.004,0.03,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000105497421775901,5.12E-15,3.76E-05,0.059589675006865,0.239526005692031,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.004,0.03,0.02,1,-0.2,0.8,0.1,0,4.8,,8.98E-05,4.98E-15,2.54E-05,0.059598374866121,0.239592836411978,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.005,0.032,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000112954634789026,7.44E-15,3.39E-05,0.0596188272609507,0.228555222701422,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.005,0.032,0.02,1,-0.2,0.8,0.1,0,4.8,,9.86E-05,6.83E-15,2.84E-05,0.0596204989970565,0.230993178579242,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.005,0.012,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000136287330347597,1.79E-14,3.86E-05,0.0607827790577338,0.244075872955612,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.005,0.012,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000110766793964313,2.74E-14,3.20E-05,0.0606054896172857,0.233511285691837,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.005,0.014,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000122920960021226,2.01E-14,3.70E-05,0.0604246643783439,0.231279481805407,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.005,0.014,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000108978365019038,1.65E-14,3.02E-05,0.0604026172125545,0.236808891229935,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.005,0.016,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000119909243614498,1.63E-14,3.57E-05,0.0600596730295616,0.230337949410676,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.005,0.016,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000109169286283025,1.32E-14,3.03E-05,0.060068952198919,0.236003735269976,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.005,0.018,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000120515865416307,1.40E-14,3.66E-05,0.0599261593075889,0.22967839782419,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.005,0.018,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000110497707185832,1.10E-14,3.16E-05,0.0599171903027643,0.235504446723575,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.005,0.02,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000117841254315068,1.17E-14,3.84E-05,0.0597313913954849,0.229289542012922,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.005,0.02,0.02,1,-0.2,0.8,0.1,0,4.8,,0.0001105464115082,9.57E-15,3.15E-05,0.0597959125966644,0.234454424864804,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.005,0.022,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000118111831948921,1.11E-14,3.93E-05,0.0597622243793319,0.228205617728423,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.005,0.022,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000107034064116305,8.65E-15,3.02E-05,0.0597282182851585,0.234005727899071,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.005,0.024,0.01,1,-0.2,0.8,0.1,0,4.8,,0.0001200981664498,9.11E-15,3.92E-05,0.0597479981711544,0.230413465840704,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.005,0.024,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000107127222530366,8.08E-15,3.03E-05,0.0596897994237455,0.233434378388151,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.005,0.026,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000119481713648587,8.31E-15,3.97E-05,0.0596567048450206,0.230153166400971,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.005,0.026,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000108273512477416,7.74E-15,3.24E-05,0.0596475994589331,0.232492790395436,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.005,0.028,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000118607403993897,7.97E-15,4.02E-05,0.0596236244240837,0.22955078208662,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.005,0.028,0.02,1,-0.2,0.8,0.1,0,4.8,,9.86E-05,7.38E-15,2.79E-05,0.0596283856983949,0.232192331590376,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.005,0.03,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000118629044093209,7.82E-15,4.12E-05,0.0596213039877776,0.228934704834638,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.005,0.03,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000101715423925292,7.05E-15,2.94E-05,0.0596145850525924,0.231465478639473,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.006,0.032,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000109788009681346,1.28E-14,3.77E-05,0.0596556919362297,0.214426901193938,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.006,0.032,0.02,1,-0.2,0.8,0.1,0,4.8,,9.76E-05,1.16E-14,3.20E-05,0.0596280794571374,0.217875069341687,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.006,0.012,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000137775424895154,4.44E-14,4.57E-05,0.061429814254013,0.227876420664012,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.006,0.012,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000114304822883561,7.36E-14,3.68E-05,0.0611719232007957,0.214909942829712,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.006,0.014,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000126597927503413,5.28E-14,4.26E-05,0.0614567318007983,0.214749628098827,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.006,0.014,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000112568254155795,3.98E-14,3.44E-05,0.0609160466759505,0.221855440317668,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.006,0.016,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000126367456869177,3.59E-14,4.36E-05,0.0605386399424566,0.214296065427236,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.006,0.016,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000111452953674296,2.86E-14,3.45E-05,0.0603849011106798,0.221917275118063,
